brand,brandID,cat_1,cat_2,cat_3,cat_4,country,fb_avg_comments_num,fb_avg_comments_num_growth,fb_avg_comments_num_merged,fb_avg_likes_num,fb_avg_likes_num_growth,fb_avg_likes_num_merged,fb_avg_shares_num,fb_avg_shares_num_growth,fb_avg_shares_num_merged,fb_engagement,fb_followers,fb_followers_growth,fb_followers_merged,fb_likes,fb_likes_growth,fb_likes_merged,fb_score,fb_username,final_score,ig_avg_comments_num,ig_avg_comments_num_growth,ig_avg_comments_num_merged,ig_avg_likes_num,ig_avg_likes_num_growth,ig_avg_likes_num_merged,ig_engagement,ig_followers,ig_followers_growth,ig_followers_merged,ig_score,ig_username
TrendNomad,867.0,Lifestyle,Tech,,,,,,,,,,,,,,0.2615343255107383,0.267316008159179,0.2643935625680054,0.26153548387665215,0.2714083197904199,0.26638045420968764,0.27035944283740343,trendnomad,0.29264975858639647,0.23040999100830079,0.3341257395376013,0.27274060604828587,0.23127424033566132,0.296258230190681,0.2597637148749343,0.2628907748914769,0.24378901426133293,0.382626190323426,0.29782183154813785,0.31335847534413536,trendnomad
Infinite Outdoors,868.0,Lifestyle,Glamping,Outdoor,,,,,,,,,,,,,,,,,,,,Infinite,0.2419046198675489,,,,,,,,0.24184343168991473,0.1858713225969073,0.21019503329751854,0.21143841206841632,infinite
GMUND PAPER,869.0,Creative,Eco-Friendly,Stationery,M&O Paris Sep 2018,,0.23266708857181495,0.48034360267343407,0.31348799932561816,0.26479058890054913,0.6208315518250764,0.3712426432363405,0.23483127467563014,0.2615343853612863,0.24746455297222042,0.32654413722971287,0.26189869891078016,0.18734843168526918,0.218437947221821,0.261870242328358,0.1864666754985703,0.21782758259414092,0.268817218666173,gmundpaper,0.31035643767978116,0.23916364336612425,0.49062587202173585,0.3215718192937801,0.2581968523310525,0.853810778776698,0.3964923430370001,0.3746695074784118,0.25107299968295027,0.2647399734633639,0.25772542659401854,0.34695754749990776,gmundpaper
GRIP SWANY,870.0,Safety,Accessories,Glamping,,,,,,,,,,,,,0.2614432651480033,0.654621329887528,0.3736556108571913,0.2614493485261427,0.6561463871330451,0.37390985765747586,0.36295560840228225,Gripswany,0.37251818950549803,0.22873124049664767,0.3547487525102318,0.2781316350133941,0.2784617675153034,0.2955292175036543,0.2867417447532356,0.28453962435178953,0.25172967968535515,0.640145743050815,0.3613591735844794,0.38184136674047964,gripswany
COQ EN PÂTE,871.0,Clothing,Accessories,Kids,M&O Paris Sep 2018,,,,,,,,,,,,0.26188909621065815,0.15937631052009563,0.19815972188845749,0.26189151847068726,0.15946603674511814,0.1982297551840117,0.19366806102742007,coqenpate,0.1604869107833063,0.25556881127247816,0.1037365019678609,0.14757262704744678,0.2361093428968056,0.07052818908388966,0.10861269507835208,0.11628784206591691,0.2447021885110278,0.16838887486238305,0.19949657522601805,0.11834178975922799,coqenpate
Zulu Athletic,872.0,Lifestyle,Bottles Aug,Glamping,,,0.23074956507482436,0.3067975328011997,0.26339421248715683,0.23761714459695538,0.3409773471403006,0.28006510520503114,0.23067629321857733,0.5258803275148525,0.3206848537260772,0.28366039135840004,0.2614202756095085,0.5383449237861632,0.35193899023238817,0.26142946514838517,0.5839367950404206,0.3611648375315673,0.43411360980624725,zuluwaterbottles,0.4306119088962663,0.23094856553701387,0.8949670227366691,0.3671524797358505,0.2304458388845418,0.4089213086812902,0.29477340015228676,0.31005413080748573,0.2426569287351357,0.9980610388900668,0.39039722597202264,0.4270814980159666,zuluathletic
DANS UN NUAGE,873.0,Lifestyle,Accessories,Kids,M&O Paris Sep 2018,,,,,,,,,,,,0.26157384154428837,0.13828133405464824,0.18091940267304898,0.26158124110142317,0.13869606189749312,0.18127576924902128,0.17366907828489794,dansunnuage,0.1541831221301039,,,,,,,,0.24272990226527508,0.07503127324792817,0.11462906752465747,0.13184810027924962,dansunnuage
PAAGOWORKS,874.0,Sports,Bags,Glamping,,,0.2370216526281171,0.3951245065366773,0.2963019301008774,0.29533257315542705,0.8450621146242608,0.43769823108184186,0.243765498811244,0.014224688222588757,0.026880776047183922,0.10541788906294487,0.26180607491124414,0.35233711529199074,0.3003989905664209,0.2617954934910509,0.37327664052998244,0.3077513154214127,0.14104124632541232,paagoworks,0.28567013696266097,0.22929619945971152,0.2811342973420191,0.25258297191181034,0.25149242766962737,0.3583131429247193,0.2955467989321357,0.2834914745166759,0.24497435316765834,0.5787195802391484,0.344233334943177,0.3785792138238777,paagoworks
FESTILIGHT,875.0,Lighting,Innovation,Candles,M&O Paris Sep 2018,,,,,,,,,,,,0.26156149042374266,0.4401043971049358,0.3281173108023005,0.26156374387358095,0.43637414203886915,0.3270768262481919,0.33142646256311564,FestilightIlluminations,0.3313043609835777,0.22905725532471033,0.3411319232677877,0.27408005967508275,0.23138277919900765,0.2569883066516382,0.24351428795638322,0.2504982625645279,0.2421805883098233,0.5902284571248606,0.3434414264661284,0.3311822143871455,festilight
KOZIEL,876.0,Home,Design,Cushions,M&O Paris Sep 2018,,0.23473363559240273,0.23406517951875824,0.23439893098278639,0.2584507894021489,0.5167562880619974,0.34456875965331857,0.25497869344990903,0.4364862648965442,0.32190987030867985,0.3109602465521124,0.26161271841844297,0.20955428567206957,0.23270757865028094,0.26161425276024264,0.19926855330500465,0.22622451081033862,0.282160549716254,koziel,0.36465265274176223,0.23201486440027966,0.47772016480766133,0.31233678682260724,0.23360865093013794,0.5715364023635054,0.33165663098201664,0.326606011340936,0.24342758220303884,0.6143661081378322,0.3486937662879133,0.43165789519830383,koziel
GABRIELLE PARIS,877.0,Home,Lifestyle,Cushions,M&O Paris Sep 2018,,0.6688770661217461,2.9991578470673795e-06,5.998288798587235e-06,0.26857981163768246,0.010470684637696126,0.0201555958168574,0.6232819257385568,0.02124744583567925,0.04109401228726631,2.9960322331418366e-05,0.2616352729385112,0.49977592792338815,0.34346490086386244,0.2616360626944561,0.4890457229692628,0.3408954363322197,0.07782982296352996,GabrielleParisDecoration,0.05959527400726603,0.23399664823317554,4.121516833237952e-06,8.242888479765408e-06,0.23818478667447907,0.027034811414203053,0.048558106835857644,3.295477139664471e-05,0.25090462505317457,0.3741464526439628,0.30037569333204195,0.032337470919473935,gabrielle
Ozmo,878.0,Lifestyle,Bottles,Design,,,,,,,,,,,,,0.2617023548762744,0.11978867031668283,0.1643497489542111,0.2617121000520598,0.12211711167187674,0.16652992931098312,0.15508557858087846,iloveozmo,0.160032416754949,,,,,,,,0.24262319672196647,0.11507704315233871,0.15611037939892483,0.1648308591893324,iloveozmo
Bush Craft Inc.,879.0,Eco-Friendly,Travel,Glamping,,,0.22999515185365704,0.35286438861716835,0.27847909490576744,0.24383797605737684,0.4824016013684167,0.32393671119233747,0.2318527264669631,0.03677262273236511,0.06347750028247297,0.1747908552368946,0.26142948702060675,0.8367785847082417,0.3983918927234351,0.2614321465911118,0.8727017153182378,0.4023374848984595,0.30302264674976664,Bush,0.3212319823784737,0.2710836966886376,0.15952345165476994,0.2008522485029399,0.25437191415574256,0.39634754336619293,0.3098714265005241,0.27284722093743674,0.24295189510291296,0.4235999639618209,0.3087964202948993,0.3384630682399104,bushcraft_jp
KD interactive,880.0,Kids,Tech,Glamping,,,0.2370982447817011,0.09574622392499278,0.13640762440968246,0.3854951729507145,0.029056485011572514,0.054039753549339264,0.36707500304037777,0.31698018626853797,0.34019331965250993,0.07600498285797394,0.26786428008715585,0.0904647431937762,0.13525152435041274,0.26799416715468666,0.09151002407962826,0.1364331948694369,0.12475324190272015,KDInteractiveUSA,0.14616321340135977,0.22864847553149412,0.36620318454669243,0.28152161454966446,0.2286144661481232,0.33140715139027327,0.2705769442464887,0.2732325486535367,0.2423237710676045,0.11512387393902516,0.1560913977894507,0.1648150434225719,kdinteractiveusa
DESIGN IDEAS,881.0,Home,Accessories,Décor,M&O Paris Sep 2018,,,,,,,,,,,,0.2625531057976519,0.1514716719897389,0.1921110042437674,0.26255094267044443,0.16137440423465826,0.19988897698148417,0.18659495378866112,DesignIdeasLTD,0.17684509634228704,0.22864847553149412,0.05389272363482724,0.08722614002986223,0.22949438124496652,0.1328917996779646,0.16831724246190577,0.13657499029925046,0.24338357726304544,0.11711992285181125,0.15814029979383828,0.1665253717042331,designideasltd
CLAYRE & EEF,882.0,Home,Accessories,Design,M&O Paris Sep 2018,,,,,,,,,,,,0.2621947177366755,0.3124234025124406,0.28511375798788907,0.2621745613898517,0.28366085170281896,0.2724948128861408,0.2921971408229793,ClayreEef,0.3610841502507768,0.23286615600380836,0.5996704242982185,0.33546380995016306,0.2378134780798646,0.43665387714994536,0.30792350863802587,0.3143757720648832,0.24391970824707201,0.6596845050598714,0.3561516195689954,0.41878915699851527,clayreandeef
ALMA MATER,883.0,Lifestyle,Bags,Kitchen,M&O Paris Sep 2018,,0.23412800512442056,0.4402041590555286,0.30567760840083796,0.24156940981958883,0.40859840665641284,0.3036289199431861,0.23613064439516163,0.12762089664008897,0.16569114443417393,0.2605900156770918,0.2613961736484294,0.3707335939145875,0.3066090156323576,0.26140339684812774,0.11996258920934788,0.16445424846721404,0.3447625027784931,almamaterofficiel,0.3010890715677757,0.22937838781968256,0.33284454346578063,0.2715910025234969,0.23065509107345605,0.3794176048506736,0.2868989311811071,0.28291241921145327,0.2420512352057337,0.19808937924536435,0.2178748216056972,0.2498961278471514,almamater_officiel
KOUSTRUP & CO,884.0,Décor,Garden,Design,M&O Paris Sep 2018,,,,,,,,,,,,0.2614365458493597,0.3322888243243667,0.29263510309585694,0.26144472051404144,0.3442162573370223,0.2971745794657988,0.2996891293834485,koustrupco,0.34613941176803376,0.23976542648616764,0.19467693503830297,0.21488143187827471,0.23406079850115252,0.544312024439529,0.3273549726280824,0.2894755481719952,0.24237865768308756,0.6498863932487992,0.3530757849982666,0.38705479003318316,koustrupco
TANGENT GC,885.0,Skincare,Eco-Friendly,Lifestyle,M&O Paris Sep 2018,,,,,,,,,,,,0.26146149316808637,0.2132992717889653,0.2349374683422015,0.26146519070036095,0.21522576641508417,0.23610284700963127,0.23697600883428413,tangentgc,0.3886806354984827,0.23536252657568602,0.5300104517539895,0.3259707425484975,0.24667415493111305,0.8408704151548074,0.3814482730551433,0.36588079982474053,0.24931352466201798,0.691992571427825,0.3665611170250783,0.49597141455932925,tangentgc
kibacoworks,886.0,Wooden,Accessories,Glamping,,,,,,,,,,,,,,,,,,,,,0.2823889706984199,0.23277870087811492,0.3717679365237736,0.2862960504223662,0.24125921494233546,0.20189531484326936,0.2198289846351698,0.23337413664710766,0.24421997694631545,0.8565447140733656,0.3800727476654601,0.29522461519275933,kibacoworks
CLAUDI,887.0,Home,Design,Cushions,M&O Paris Sep 2018,,,,,,,,,,,,0.2614447668247849,0.9997790540628866,0.41449740694210263,0.26144976172614115,0.9999388866263494,0.41451741933879394,0.38310417593465895,CLAUDI,0.39382597962917465,0.23618066046389335,0.3116030962914698,0.26869955224897407,0.23503795747971695,0.44282589782636417,0.30708495143832093,0.2964958820706739,0.24264325846668694,0.9979837829613379,0.39037362383447377,0.4042635215341399,claudi_cushions
Platy,888.0,Lifestyle,Bottles Aug,Glamping,,,,,,,,,,,,,0.26185314235589824,0.17001598030308068,0.20616995454076179,0.2618470569386631,0.16875091037095563,0.20523519659154602,0.2030957159382435,platypushydration,0.38780060057978943,0.23011864140490418,0.985170145713417,0.3730899484752191,0.2371844521083677,0.9145258268698795,0.37667686247885124,0.3757736835716546,0.24598595776889678,0.7461239943550685,0.3699912998007169,0.5094415980145546,platypushydration
ELISE CHALMIN,889.0,Clothing,Fashion,Design,M&O Paris Sep 2018,,,,,,,,,,,,0.26169689037275207,0.3896339148823172,0.31310044937467013,0.26169931956833364,0.3605036447535556,0.30325653828001453,0.3187491814517901,Elisechalmin,0.23669448421776582,0.38967733369675234,0.09823770867861624,0.1569166968085017,0.2507277725731335,0.042863081924425436,0.07321048930439544,0.08447632848015661,0.2592458318086887,0.2291631686173179,0.24327805677738265,0.10221309623547346,elisechalmin
Tenzi,890.0,Kids,Toy,Siblings,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tenzidicegame
CHARLESTINE,891.0,Electronic,Tech,Design,M&O Paris Sep 2018,,0.23262139747369506,0.38840846261570255,0.29097512107153084,0.24005423489221167,0.014180668783755259,0.026779403975804552,0.22902854639422404,0.35839823025759754,0.27946777017559177,0.04200221472613532,0.26146461513409724,0.7676758500002668,0.39007322609135736,0.26147209099618707,0.8257353208840056,0.39717672746098015,0.12961781898560196,atelier,0.1788015904976175,0.22990078445779188,0.5699438854358843,0.3276399813380006,0.23197395532479106,0.2991528822264071,0.2613148966707284,0.27524452802309235,0.24339007037790614,0.15652750643942812,0.19052546332951903,0.2171157261240446,atelier
TERRIBLE TWINS,892.0,Lifestyle,Handmade,Candles,M&O Paris Sep 2018,,,,,,,,,,,,0.2614394663263425,0.20879702261146552,0.23217161341679898,0.2614480168738843,0.18451232877515147,0.2163438203315501,0.233746787492013,Terrible,0.23997779018267257,0.23152091015740678,0.2743096446233024,0.2511055055409784,0.2317757344879188,0.2917120207245395,0.25831270049456956,0.2564723918518856,0.24287191989549828,0.21212943523370797,0.22646210883010776,0.24605104937610275,terribletwins1
Hydratem8,893.0,Lifestyle,Bottles Aug,Travel,,,0.9099186186829271,1.0,0.9528349635236331,0.2634166136524287,0.7577035326442428,0.3909269627976578,0.5123200410988146,0.99999999999978,0.6775286013224254,0.49021915246077524,0.2641311477867898,0.27211068315352566,0.26806154581546543,0.2641386020817303,0.27991896917005404,0.2717999311823548,0.42601091303664346,hydratem8,0.3190844620877934,0.3105342538613983,0.6474387102979324,0.41974440687851267,0.23245030594092422,0.7088900869960251,0.35010017383106484,0.36525083073042286,0.2629447293678418,0.09216982015732236,0.13649437033518333,0.14881024785073887,hydratem8
THE GREATEST CANDLE IN THE WORLD,894.0,Candles,Design,Lifestyle,M&O Paris Sep 2018,,,,,,,,,,,,0.26173011681828906,0.15354129439975764,0.19354272812475984,0.26173997643907343,0.15205137251355913,0.19235744178781022,0.18826458912003954,amelhorvela,0.23213470619992455,,,,,,,,,,,,thegreatestcandle_tgc
IMPERIAL PORCELAIN MANUFACTORY (RUSSIAN FEDERATION),895.0,Décor,Design,Tableware,M&O Paris Sep 2018,,,,,,,,,,,,0.26175177863634935,0.40598149255993254,0.31828989914077505,0.2617408080497743,0.3240559716838836,0.28958394725371717,0.3232582426710142,ipm,0.39618278104155036,0.2566427264570177,0.18778261369868518,0.21687801124918404,0.31666129199875975,0.537852418584325,0.3986291610402665,0.3295794614804015,0.26293960231393854,0.6475324088918077,0.37400801339059103,0.457630528410072,porcelain_imperial
The Scrubba,896.0,Lifestyle,Glamping,Outdoor,,,0.2279460815250488,0.1624050880769724,0.18967333175724446,0.23849014135631932,0.14710303815620418,0.18196703794485938,0.24593900995613666,9.989295781726242e-05,0.00019970480160822005,0.000994203872258351,0.26378455094682535,0.15682599367761668,0.19670583558943824,0.2638186411861873,0.15326100726225417,0.19388675919895687,0.19196358901514285,THESCRUBBA,0.20872311543003125,0.2346890152421517,0.2929256484851746,0.260593333386514,0.23138358081969057,0.2468408946742668,0.23886242979711156,0.2439481447161669,0.24362018374427596,0.19674366990554257,0.2176869359991859,0.22423349063434217,scrubbaproducts
Think Fun,897.0,Lifestyle,Kids,Siblings,,,0.24687467554052941,0.06476925767726707,0.1026164014102691,0.23978947291299527,0.005984498378398299,0.011677556449648777,0.2434840445912853,0.15113647727216267,0.1865048507752916,0.018381685052365104,0.26351196208433136,0.1809323049398545,0.2145503057036714,0.2635066944201397,0.17878790496696603,0.21303362015014804,0.05604409679745053,ThinkFunGames,0.08526953236664941,0.23330210218794245,0.298692893630046,0.26197870483853497,0.23191131741278706,0.05154118509447366,0.08433853312668857,0.10155368646608377,0.24664630543535349,0.3204985283372059,0.27876398833085697,0.10677474192997208,thinkfun
STANCE,898.0,Accessories,Design,Glamping,,,,,,0.24206533510714542,0.14406391488269513,0.18062801424053948,0.23394601308429103,0.5109806137263115,0.3209494010341726,0.21328549244229147,0.3082577372969634,0.15655740345181285,0.2076525771832689,0.30825617208992423,0.16222134066921645,0.2125743660423935,0.18494375587887454,StanceJapan,0.2779852775742471,0.23222584533660132,0.41223998623957026,0.2970918692520881,0.2709668989970546,0.371210895214258,0.31326484988059133,0.30905874263314415,0.25490208868015884,0.3293653096982985,0.28738863614122623,0.3469112800954701,stance_japan
QUE ONDA VOS,899.0,Home,Handmade,Minimalist,M&O Paris Sep 2018,,0.23196249914680275,0.4611244660776535,0.3086584770338811,0.24803097999811596,0.33922927470858105,0.2865488300141894,0.2298495383569864,0.37321653776329167,0.2844917076548551,0.29028776882705043,0.26143427449245615,0.10484064257168674,0.14966319587345328,0.2614424836982057,0.10686597782226212,0.15171688724906973,0.13935628137914502,queondavosdesign,0.23171017771809174,0.22888292807562063,0.33067379242298867,0.27051979924466557,0.23936718801018753,0.17962849942561676,0.20523919497661755,0.2184159821630004,0.24312383623736314,0.55943729993427,0.33894624686935965,0.2965788929719643,queondavos
Talia Mukmel,900.0,Lifestyle,Bottles Aug,Design,,,,,,,,,,,,,,,,,,,,,0.29095117239512525,0.2539534104439329,0.2786852077505793,0.2657451282388625,0.24413351365451771,0.3757796038848931,0.29597823456377964,0.28779287968197853,0.24253752862213768,0.3161444192899867,0.2744920841950484,0.31140918629302267,taliamukmel
QEEBOO,901.0,Furniture,Accessories,Stool,M&O Paris Sep 2018,,0.2309112382426415,0.3884685469630508,0.28965024477758305,0.2530730020781897,0.7275653694652146,0.3755250816239132,0.23544163568206633,0.6772868030479293,0.34941721101045714,0.34957305586038195,0.26283050518822376,0.24460877047694343,0.25339247394144304,0.2628275281268873,0.23659524058335554,0.2490224561034684,0.34396086122271285,qeeboo,0.39792966560184845,0.2349755735643887,0.360373907132382,0.28446842828170965,0.26869055298655076,0.5671391192827566,0.36463152394831533,0.3406338979929195,0.26817641811538645,0.4918506889977952,0.3471001357412663,0.4454065148590976,qeeboo_official
WOODEN STORY,902.0,Toy,Wooden,Handmade,M&O Paris Sep 2018,,,,,,,,,,,,0.26188257550793725,0.2564412959742226,0.2591333749081789,0.2618640932648944,0.2632641088509887,0.2625622348054404,0.26456916755853194,WoodenStorypl,0.33558575725941764,0.28149082112963647,0.3155746679367251,0.29755989596426946,0.25988723190391094,0.6420183141491301,0.3699996373811418,0.34877280843119335,0.26213734877710343,0.33845103912716906,0.29544579906793983,0.39400349811662716,woodenstory
QULT DESIGN GMBH,903.0,Candles,Décor,Design,M&O Paris Sep 2018,,,,,,,,,,,,0.26139874319153505,0.2737822764197374,0.2674472387537916,0.2614074778200943,0.20082760818208828,0.22714778744110284,0.27367873111016144,qultdesign,0.2571894674577077,0.2294295945994872,0.16163857058034076,0.18965835126382757,0.22966586804961164,0.4808865116731989,0.3108658032497457,0.26804072685108077,0.24208588708579504,0.19469800531388223,0.21582132560472986,0.23956793708735433,qultdesign
INCIDENCE,904.0,Décor,Accessories,Lighting,M&O Paris Sep 2018,,,,,,,,,,,,0.26151659899395174,0.1834402638107814,0.2156284256768566,0.26152278575980453,0.17746342016401015,0.21144504034739126,0.21427027713276034,incidence,0.2343005157960369,,,,,,,,0.24198499317308467,0.27608303700489,0.2579118877568334,0.25274831699148453,incidenceparis_officiel
Yellow Dot Design,905.0,Lifestyle,Design,,,,,,,0.23933034656894467,0.4473498288526639,0.3118318932423836,,,,0.29313251712321176,0.2613852059220446,0.9526245660604871,0.41021410883618764,0.26139467791712295,0.9669736470990822,0.411540675366203,0.5052774449138083,yellowdotdesign,0.47200928913110374,0.229861967397025,0.41749270364093083,0.29648567787095115,0.2323692235048324,0.48691485939073026,0.314601783857399,0.30986832800192793,0.24314380586927611,0.9160794567852184,0.3842901583796188,0.4362112351985827,yellowdotdesign
Modern Teaist,906.0,Lifestyle,Bottles Aug,Teaware,,,,,,,,,,,,,,,,,,,,modernteaist,0.23137380837438737,0.23388055932213458,0.4248318256475128,0.30167917673162387,0.23129902470951538,0.42331652090261784,0.29914565605569965,0.2997750384564703,0.24279171206349215,0.14487390173312814,0.18146661134385583,0.18638183998131955,modernteaist
Bodum,907.0,Lifestyle,Bottles Aug,Home,,,,,,,,,,,,,0.263138745885016,0.8756010546649708,0.4046658653870837,0.2631024214285089,0.8850365326272347,0.4056220790425539,0.37887973150962095,BodumGlobal,0.38050577506273175,0.29424719956007117,0.17457954127950673,0.21914083241064194,0.2585906401638528,0.40627424589039074,0.31603027782192544,0.2845752353832757,0.2592178918416151,0.8668606386934207,0.3990943458904587,0.3821248994286789,bodum
Nature's Design,908.0,Lifestyle,Bottles Aug,Design,,,,,,,,,,,,,0.2614034817302004,0.14194244571690617,0.1839822692671911,0.2614131206918505,0.15087384299960363,0.19132500225651064,0.17718178822582673,BottlesLT,0.17678593486912828,,,,,,,,0.24185272360502658,0.1308509766489059,0.16982211374533687,0.1763891931389268,naturesdesignbottleslt
MINOIS PARIS,909.0,Kids,Skincare,Lifestyle,M&O Paris Sep 2018,,0.23165811539306927,0.26005417308708256,0.2450362175151876,0.24199617277408828,0.1021075289826632,0.14361735197310457,0.224266163978966,0.30490100326709596,0.2584399888296685,0.17337488547067662,0.2615280308700356,0.8835219772569456,0.4035906926377405,0.261529903487097,0.9015283084604861,0.4054424947617028,0.30430334025922223,minoisparis,0.294228047120045,0.25107668003233213,0.19644337742210263,0.22042520863995818,0.2474579022138977,0.43629124847337797,0.31579919914484417,0.2849734844216182,0.2530791844816905,0.23716266042403494,0.24486254412315622,0.2837952863090416,minois_paris
Napron,910.0,Fashion,Clothing,Glamping,,,,,,,,,,,,,,,,,,,,,0.19702328947567577,0.22870363178940914,0.3571983113001186,0.27886082996279865,0.23281563365909264,0.01564835144624948,0.02932562525014754,0.037776609566134954,0.24444038854590483,0.23523305011130555,0.23974835183291213,0.07284823308165142,napron_official
JULIA KNIGHT,911.0,Home,Décor,Tableware,M&O Paris Sep 2018,,0.23240649593194554,0.18870679400315482,0.20828924567820517,0.2571678888976861,0.7281017508528841,0.3800876077272569,0.23397324359407903,0.3536476399848412,0.2816240461458395,0.3077914391701239,0.26182664232770636,0.15131798321848214,0.19179278644865771,0.26182872890945713,0.1462183164546943,0.1876457941581105,0.1862242828569051,Juliaknightcollection,0.3332834770287439,0.23357724005961342,0.4508311479728106,0.30772239825736175,0.23161691116744937,0.6787369831214934,0.3453754952045422,0.33512400181226487,0.24257394495325352,0.5314838952159472,0.33311243282148656,0.432985298359159,juliaknightcollection
Tiny Fox Hole,912.0,Kids,Toy,Siblings,,,,,,,,,,,,,,,,,,,,,0.2865419854621218,0.2459990537846674,0.5864072371698555,0.34659907558086117,0.23680837270872396,0.3267025275221039,0.2745852613344145,0.2896295366377767,0.2437661592312191,0.29022432206193577,0.2649742674558395,0.3031223032649302,tinyfoxhole
WORLDS AWAY,913.0,Furniture,Design,Lighting,M&O Paris Sep 2018,,0.23262798187216077,0.46986480978875966,0.31118811111350053,0.2460822152946622,0.17583418662684905,0.2051101401728369,0.23341466701935515,0.4276997928936146,0.3020094425272507,0.23639618874569004,0.261767238187541,0.2361744925644145,0.24831316931629926,0.26174116190527064,0.23478035312348164,0.24752877995835212,0.24766511612931483,WorldsAwayDesigns,0.2585222407026717,,,,,,,,,,,,
GRAND SONATA (RUSSIAN FEDERATION),914.0,Décor,Design,Art,M&O Paris Sep 2018,,,,,,,,,,,,,,,,,,,,0.24261559473139402,,,,,,,,0.24181271350089184,0.1888055295232129,0.21204664761694822,0.2130614124735467,grandsonata
Wood into the thirds 木入三分,915.0,Lifestyle,Furniture,Design,,,0.2286060280369565,0.33079059921598625,0.2703653233309107,0.3332352539494793,1.2997408628764977e-10,2.599481724739101e-10,0.24095593458459186,0.050605060556329615,0.08364349048244046,4.3324695353551566e-10,0.2637081610677671,0.18271420724073603,0.2158638590399308,0.26371693643162125,0.1870914141820486,0.21889201703378264,0.048089009849581046,woodintothirds,0.1351065446142747,0.22867001237221088,0.33800537660376817,0.27279001401323894,0.22998943897892038,0.30606812345399687,0.2626301387598637,0.2650984912124999,0.24238105912907928,0.1428674138970882,0.17977153717651045,0.18491891176108757,woodintothirds
Mighty Mug,916.0,Lifestyle,Bottles Aug,Outdoor,,,,,,,,,,,,,0.2629066095366937,0.17040579366599307,0.20678295440889813,0.26292078167001637,0.17050785880804437,0.20686246976778183,0.20381911248140377,mightymug,0.2046577451736239,0.22941858342336247,0.3531783097121026,0.2781534486870946,0.22950483248886916,0.2476995452301813,0.23825532744416983,0.2471168926994592,0.24445522824690052,0.1631759663519546,0.19571229399276038,0.20549295536927006,mighty_mug
LAURENCE KING PUBLISHING LTD.,917.0,Game,Gifts,Creative,M&O Paris Sep 2018,,,,,0.23804112359209859,0.34491834888856665,0.28168253606922566,0.23211711163245524,0.41306948888653017,0.297217879561386,0.28195852574895386,0.2622986967472436,0.1734254645005527,0.20879848935166387,0.2622652912464676,0.18263142590612397,0.21532136452964276,0.23154621943218012,LaurenceKingPublishing,0.2779682301291296,0.23122217475535373,0.4493160225885943,0.30532254706888373,0.23662002768607632,0.6211050454287049,0.3426876458481115,0.33251444126284474,0.25216132667240576,0.2523564339119554,0.2522588425662194,0.31767754435733436,LaurenceKingPub
raduga_grez,918.0,Kids,Toy,Siblings,M&O Paris Sep 2019,,,,,,,,,,,,0.2614198300489811,0.921019379616392,0.407247540039328,0.26142702543675944,0.9445917319887778,0.4095156982021147,0.38002498504080456,raduga,0.2977173385243687,0.6071706671552888,0.03324085428919108,0.06303094494632584,0.3333440966169508,0.750259529471428,0.4615979110049859,0.17885579410327923,0.2849972181283997,0.25106436269992666,0.26695681055932036,0.18125186360642856,raduga_grez
CLEMENT BRAZILLE,919.0,Furniture,Design,Lifestyle,M&O Paris Sep 2018,,,,,,,,,,,,0.2614240783239372,0.1409458037858021,0.18314803610614447,0.2614318287343949,0.14529415579415642,0.1867818546076687,0.1762229963401189,atelierclementbrazille,0.20967703520593947,,,,,,,,0.24229549351680577,0.24013267155702572,0.241209234355188,0.23848348736634997,clementbrazille
ROYAL STRANGER,920.0,Furniture,Design,Art,M&O Paris Sep 2018,,0.230275423891174,0.36434074776528164,0.28219454542837663,0.24358002898006503,0.531002916649573,0.33396476531216057,0.23618736858115777,0.5395603174849737,0.3285535590156466,0.3211245635157225,0.2614699464385268,0.19523867703516662,0.2235519269981741,0.26147867164071437,0.19767466314254997,0.22514356063617819,0.2759004532913681,Royal,0.27399074082772684,0.23477921489120146,0.5995663366821499,0.3374278523711971,0.2379389547281698,0.4460812872577674,0.31034202995440524,0.31669747112687335,0.24794803416107591,0.19891043459176413,0.2207385768867774,0.2720676239324899,royal
LALIQUE VOYAGE DE PARFUMEUR,921.0,Lifestyle,Décor,Candles,M&O Paris Sep 2018,,0.2624537428251543,0.5185258691336644,0.3485085987442458,0.5194453089089069,0.9570009594812015,0.6733867254998352,0.409586852107573,0.7518655572157109,0.5302916319533364,0.542875388524561,0.2736576964139927,0.1848477668962651,0.22065173972364704,0.2735916455725118,0.17755550108170842,0.21535191824510716,0.3098767087415083,LALIQUE,0.2999655461575385,0.24406234685145992,0.13601070237485027,0.1746774273319009,0.3325507712357534,0.22224543724949775,0.26643257625259165,0.23550576090300793,0.28278029702502594,0.7358299800399902,0.40855315325342245,0.28971552105938536,lalique
